Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2017/2018,MO,Lacrosse,0,40,0,1657
2017/2018,MT,Lacrosse,0,0,0,0
2017/2018,NE,Lacrosse,0,0,0,0
2017/2018,NV,Lacrosse,0,0,0,0
2017/2018,NH,Lacrosse,49,47,1971,1678
2017/2018,NJ,Lacrosse,209,215,10000,10007
2017/2018,NM,Lacrosse,0,0,0,0
2017/2018,NY,Lacrosse,334,313,14542,12099
2017/2018,NC,Lacrosse,104,81,3961,2556
2017/2018,ND,Lacrosse,0,0,0,0
2017/2018,OH,Lacrosse,143,130,6337,3966
2017/2018,OK,Lacrosse,0,0,0,0
2017/2018,OR,Lacrosse,0,0,0,0
2017/2018,PA,Lacrosse,208,225,6656,7200
2017/2018,RI,Lacrosse,36,34,1254,1303
2017/2018,SC,Lacrosse,43,42,1963,1436
2017/2018,SD,Lacrosse,0,0,0,0
2017/2018,TN,Lacrosse,0,0,0,0
2017/2018,TX,Lacrosse,0,0,0,0
2017/2018,UT,Lacrosse,0,0,0,0
2017/2018,VT,Lacrosse,15,14,391,350
2017/2018,VA,Lacrosse,105,105,4607,3748
2017/2018,WA,Lacrosse,0,0,0,0
2017/2018,WV,Lacrosse,0,0,0,0
2017/2018,WI,Lacrosse,0,0,0,0
2017/2018,WY,Lacrosse,0,0,0,0
2016/2017,AL,Lacrosse,0,0,0,0
2016/2017,AK,Lacrosse,0,0,0,0
2016/2017,AZ,Lacrosse,0,0,0,0
2016/2017,AR,Lacrosse,0,0,0,0
2016/2017,CA,Lacrosse,241,235,9569,8495
2016/2017,CO,Lacrosse,113,85,3840,1762
2016/2017,CT,Lacrosse,98,94,4262,3742
2016/2017,DC,Lacrosse,13,12,420,356
2016/2017,DE,Lacrosse,48,35,1767,1063
2016/2017,FL,Lacrosse,196,175,7053,5431
2016/2017,GA,Lacrosse,105,105,4024,3439
2016/2017,HI,Lacrosse,0,0,0,0
2016/2017,ID,Lacrosse,0,0,0,0
2016/2017,IL,Lacrosse,94,71,2566,1811
2016/2017,IN,Lacrosse,0,0,0,0
2016/2017,IA,Lacrosse,0,0,0,0
2016/2017,KS,Lacrosse,0,0,0,0
2016/2017,KY,Lacrosse,18,19,673,801
2016/2017,LA,Lacrosse,0,0,0,0
2016/2017,ME,Lacrosse,52,53,1814,1419
2016/2017,MD,Lacrosse,165,153,6430,5291
2016/2017,MA,Lacrosse,240,219,9147,8122
2016/2017,MI,Lacrosse,147,107,5110,2818
2016/2017,MN,Lacrosse,120,111,3608,3855
2016/2017,MS,Lacrosse,0,0,0,0
2016/2017,MO,Lacrosse,0,39,0,1576
2016/2017,MT,Lacrosse,0,0,0,0
2016/2017,NE,Lacrosse,0,0,0,0
2016/2017,NV,Lacrosse,0,0,0,0
2016/2017,NH,Lacrosse,51,45,2127,1643
2016/2017,NJ,Lacrosse,205,212,9718,9522
2016/2017,NM,Lacrosse,0,0,0,0
2016/2017,NY,Lacrosse,343,320,14817,11773
2016/2017,NC,Lacrosse,100,75,3875,2387
2016/2017,ND,Lacrosse,0,0,0,0
2016/2017,OH,Lacrosse,144,130,5943,4200
2016/2017,OK,Lacrosse,0,0,0,0
2016/2017,OR,Lacrosse,0,0,0,0
2016/2017,PA,Lacrosse,207,224,6624,7168
2016/2017,RI,Lacrosse,33,34,1270,1164
2016/2017,SC,Lacrosse,41,41,1796,1355
2016/2017,SD,Lacrosse,0,0,0,0
2016/2017,TN,Lacrosse,0,0,0,0
2016/2017,TX,Lacrosse,0,0,0,0
2016/2017,UT,Lacrosse,0,0,0,0
2016/2017,VT,Lacrosse,21,19,645,513
2016/2017,VA,Lacrosse,105,104,4744,3767
2016/2017,WA,Lacrosse,0,0,0,0
2016/2017,WV,Lacrosse,0,0,0,0
2016/2017,WI,Lacrosse,0,0,0,0
2016/2017,WY,Lacrosse,0,0,0,0
2015/2016,AL,Lacrosse,0,0,0,0
2015/2016,AK,Lacrosse,0,0,0,0
2015/2016,AZ,Lacrosse,0,0,0,0
2015/2016,AR,Lacrosse,1,0,20,0
2015/2016,CA,Lacrosse,228,213,9264,6039
2015/2016,CO,Lacrosse,108,79,3927,1719
2015/2016,CT,Lacrosse,100,95,4448,3770
2015/2016,DC,Lacrosse,13,12,403,324
2015/2016,DE,Lacrosse,48,35,1635,1140
2015/2016,FL,Lacrosse,187,167,6854,5094
2015/2016,GA,Lacrosse,101,101,3948,3179
2015/2016,HI,Lacrosse,0,0,0,0
2015/2016,ID,Lacrosse,0,0,0,0
2015/2016,IL,Lacrosse,89,63,2727,1749
2015/2016,IN,Lacrosse,0,0,0,0
2015/2016,IA,Lacrosse,0,0,0,0
2015/2016,KS,Lacrosse,0,0,0,0
2015/2016,KY,Lacrosse,17,18,588,788
2015/2016,LA,Lacrosse,0,0,0,0
2015/2016,ME,Lacrosse,50,51,1773,1413
2015/2016,MD,Lacrosse,146,137,5919,4866
2015/2016,MA,Lacrosse,236,213,9312,7812
2015/2016,MI,Lacrosse,137,97,4948,2779
2015/2016,MN,Lacrosse,103,98,3535,3773
2015/2016,MS,Lacrosse,0,0,0,0
2015/2016,MO,Lacrosse,0,35,0,1435
2015/2016,MT,Lacrosse,0,0,0,0
2015/2016,NE,Lacrosse,0,0,0,0
2015/2016,NV,Lacrosse,0,0,0,0
2015/2016,NH,Lacrosse,49,43,2167,1641
2015/2016,NJ,Lacrosse,200,209,9700,9324
2015/2016,NM,Lacrosse,0,0,0,0
2015/2016,NY,Lacrosse,332,316,15467,12085
2015/2016,NC,Lacrosse,96,74,3738,2197
2015/2016,ND,Lacrosse,0,0,0,0
2015/2016,OH,Lacrosse,110,102,4540,3296
2015/2016,OK,Lacrosse,0,0,0,0
2015/2016,OR,Lacrosse,0,0,0,0
2015/2016,PA,Lacrosse,198,213,6336,6816
2015/2016,RI,Lacrosse,31,34,1149,1218
2015/2016,SC,Lacrosse,37,40,1673,1364
2015/2016,SD,Lacrosse,0,0,0,0
2015/2016,TN,Lacrosse,0,0,0,0
2015/2016,TX,Lacrosse,0,0,0,0
2015/2016,UT,Lacrosse,0,0,0,0
2015/2016,VT,Lacrosse,31,25,731,545
2015/2016,VA,Lacrosse,104,102,4720,3684
2015/2016,WA,Lacrosse,0,0,0,0
2015/2016,WV,Lacrosse,0,0,0,0
2015/2016,WI,Lacrosse,0,0,0,0
2015/2016,WY,Lacrosse,0,0,0,0
2014/2015,AL,Lacrosse,0,0,0,0
2014/2015,AK,Lacrosse,0,0,0,0
2014/2015,AZ,Lacrosse,0,0,0,0
2014/2015,AR,Lacrosse,1,0,24,0
2014/2015,CA,Lacrosse,224,204,9297,6547
2014/2015,CO,Lacrosse,113,81,3787,1604
2014/2015,CT,Lacrosse,96,91,4535,3661
2014/2015,DC,Lacrosse,0,0,373,307
2014/2015,DE,Lacrosse,45,31,1724,988
2014/2015,FL,Lacrosse,185,164,6167,4531
2014/2015,GA,Lacrosse,87,84,3639,2719
2014/2015,HI,Lacrosse,0,0,0,0
2014/2015,ID,Lacrosse,0,0,0,0
2014/2015,IL,Lacrosse,82,58,615,358
2014/2015,IN,Lacrosse,0,0,0,0
2014/2015,IA,Lacrosse,0,0,0,0
2014/2015,KS,Lacrosse,0,0,0,0
2014/2015,KY,Lacrosse,16,16,576,681
2014/2015,LA,Lacrosse,0,0,0,0
2014/2015,ME,Lacrosse,50,51,1836,1513
2014/2015,MD,Lacrosse,150,137,6276,4850
2014/2015,MA,Lacrosse,231,206,9602,7523
2014/2015,MI,Lacrosse,130,88,4955,2592
2014/2015,MN,Lacrosse,103,98,3358,3598
2014/2015,MS,Lacrosse,0,0,0,0
2014/2015,MO,Lacrosse,0,31,0,1303
2014/2015,MT,Lacrosse,0,0,0,0
2014/2015,NE,Lacrosse,0,0,0,0
2014/2015,NV,Lacrosse,0,0,0,0
2014/2015,NH,Lacrosse,48,42,2109,1607
2014/2015,NJ,Lacrosse,194,201,11105,10391
2014/2015,NM,Lacrosse,0,0,0,0
2014/2015,NY,Lacrosse,328,298,16169,11922
2014/2015,NC,Lacrosse,94,65,3649,1953
2014/2015,ND,Lacrosse,0,0,0,0
2014/2015,OH,Lacrosse,110,102,4540,3296
2014/2015,OK,Lacrosse,0,0,0,0
2014/2015,OR,Lacrosse,0,0,0,0
2014/2015,PA,Lacrosse,194,207,6208,6624
2014/2015,RI,Lacrosse,31,31,1132,1058
2014/2015,SC,Lacrosse,38,40,1634,1214
2014/2015,SD,Lacrosse,0,0,0,0
2014/2015,TN,Lacrosse,0,0,0,0
2014/2015,TX,Lacrosse,0,0,0,0
2014/2015,UT,Lacrosse,0,0,0,0
2014/2015,VT,Lacrosse,31,25,731,545
2014/2015,VA,Lacrosse,96,95,4409,3400
2014/2015,WA,Lacrosse,0,0,0,0
2014/2015,WV,Lacrosse,0,0,0,0
2014/2015,WI,Lacrosse,0,0,0,0
2014/2015,WY,Lacrosse,0,0,0,0
2013/2014,AL,Lacrosse,0,0,0,0
2013/2014,AK,Lacrosse,0,0,0,0
2013/2014,AZ,Lacrosse,0,0,0,0
2013/2014,AR,Lacrosse,1,0,24,0
2013/2014,CA,Lacrosse,216,193,9091,6039
2013/2014,CO,Lacrosse,69,50,3615,1590
2013/2014,CT,Lacrosse,95,89,4615,3682
2013/2014,DC,Lacrosse,0,0,406,291
2013/2014,DE,Lacrosse,45,31,1617,847
2013/2014,FL,Lacrosse,169,152,5680,4256
2013/2014,GA,Lacrosse,87,84,3639,2719
2013/2014,HI,Lacrosse,0,0,0,0
2013/2014,ID,Lacrosse,0,0,0,0
2013/2014,IL,Lacrosse,86,55,605,405
2013/2014,IN,Lacrosse,0,0,0,0
2013/2014,IA,Lacrosse,0,0,0,0
2013/2014,KS,Lacrosse,0,0,0,0
2013/2014,KY,Lacrosse,17,15,583,541
2013/2014,LA,Lacrosse,0,0,0,0
2013/2014,ME,Lacrosse,49,50,1841,1482
2013/2014,MD,Lacrosse,149,139,6406,5137
2013/2014,MA,Lacrosse,227,196,9422,7518
2013/2014,MI,Lacrosse,125,86,5089,2540
2013/2014,MN,Lacrosse,84,87,3223,3525
2013/2014,MS,Lacrosse,0,0,0,0
2013/2014,MO,Lacrosse,0,31,0,1256
2013/2014,MT,Lacrosse,0,0,0,0
2013/2014,NE,Lacrosse,0,0,0,0
2013/2014,NV,Lacrosse,0,0,0,0
2013/2014,NH,Lacrosse,41,47,2118,1558
2013/2014,NJ,Lacrosse,190,199,11919,9573
2013/2014,NM,Lacrosse,0,0,0,0
2013/2014,NY,Lacrosse,328,298,16169,11922
2013/2014,NC,Lacrosse,96,70,2880,1672
2013/2014,ND,Lacrosse,0,0,0,0
2013/2014,OH,Lacrosse,93,86,4108,3035
2013/2014,OK,Lacrosse,0,0,0,0
2013/2014,OR,Lacrosse,0,0,0,0
2013/2014,PA,Lacrosse,187,199,5984,6368
2013/2014,RI,Lacrosse,31,31,1039,1051
2013/2014,SC,Lacrosse,36,33,1588,992
2013/2014,SD,Lacrosse,0,0,0,0
2013/2014,TN,Lacrosse,0,0,0,0
2013/2014,TX,Lacrosse,0,0,0,0
2013/2014,UT,Lacrosse,0,0,0,0
2013/2014,VT,Lacrosse,28,25,992,712
2013/2014,VA,Lacrosse,86,90,4067,3258
2013/2014,WA,Lacrosse,0,0,0,0
2013/2014,WV,Lacrosse,0,0,0,0
2013/2014,WI,Lacrosse,0,0,0,0
2013/2014,WY,Lacrosse,0,0,0,0
2012/2013,AL,Lacrosse,0,0,0,0
2012/2013,AK,Lacrosse,0,0,0,0
2012/2013,AZ,Lacrosse,0,0,0,0
2012/2013,AR,Lacrosse,0,0,0,0
2012/2013,CA,Lacrosse,204,182,8813,5736
2012/2013,CO,Lacrosse,69,50,3845,1640
2012/2013,CT,Lacrosse,93,88,4645,3655
2012/2013,DC,Lacrosse,0,1,0,17
2012/2013,DE,Lacrosse,45,29,1752,901
2012/2013,FL,Lacrosse,162,141,4902,3701
2012/2013,GA,Lacrosse,80,77,3436,2593
2012/2013,HI,Lacrosse,0,0,0,0
2012/2013,ID,Lacrosse,0,0,0,0
2012/2013,IL,Lacrosse,86,55,605,405
2012/2013,IN,Lacrosse,0,0,0,0
2012/2013,IA,Lacrosse,0,0,0,0
2012/2013,KS,Lacrosse,0,0,0,0
2012/2013,KY,Lacrosse,12,12,440,405
2012/2013,LA,Lacrosse,0,0,0,0
2012/2013,ME,Lacrosse,47,48,1867,1507
2012/2013,MD,Lacrosse,150,138,7056,5497
2012/2013,MA,Lacrosse,221,187,9487,7274
2012/2013,MI,Lacrosse,124,89,5064,2502
2012/2013,MN,Lacrosse,76,83,3207,3354
2012/2013,MS,Lacrosse,0,0,0,0
2012/2013,MO,Lacrosse,0,31,0,1265
2012/2013,MT,Lacrosse,0,0,0,0
2012/2013,NE,Lacrosse,0,0,0,0
2012/2013,NV,Lacrosse,0,0,0,0
2012/2013,NH,Lacrosse,46,40,2025,1491
2012/2013,NJ,Lacrosse,181,189,9003,8128
2012/2013,NM,Lacrosse,0,0,0,0
2012/2013,NY,Lacrosse,328,298,16169,11922
2012/2013,NC,Lacrosse,83,58,2490,1385
2012/2013,ND,Lacrosse,0,0,0,0
2012/2013,OH,Lacrosse,87,80,4041,2860
2012/2013,OK,Lacrosse,0,0,0,0
2012/2013,OR,Lacrosse,0,0,0,0
2012/2013,PA,Lacrosse,180,183,5760,5856
2012/2013,RI,Lacrosse,29,30,1075,969
2012/2013,SC,Lacrosse,32,31,1398,851
2012/2013,SD,Lacrosse,0,0,0,0
2012/2013,TN,Lacrosse,0,0,0,0
2012/2013,TX,Lacrosse,0,0,0,0
2012/2013,UT,Lacrosse,0,0,0,0
2012/2013,VT,Lacrosse,21,18,779,538
2012/2013,VA,Lacrosse,80,74,3828,2806
2012/2013,WA,Lacrosse,0,0,0,0
2012/2013,WV,Lacrosse,0,0,0,0
2012/2013,WI,Lacrosse,0,0,0,0
2012/2013,WY,Lacrosse,0,0,0,0
2011/2012,AL,Lacrosse,0,0,0,0
2011/2012,AK,Lacrosse,0,0,0,0
2011/2012,AZ,Lacrosse,0,0,0,0
2011/2012,AR,Lacrosse,0,0,0,0
2011/2012,CA,Lacrosse,198,170,8578,5412
2011/2012,CO,Lacrosse,64,48,3938,1701
2011/2012,CT,Lacrosse,83,79,4467,3368
2011/2012,DC,Lacrosse,0,1,0,17
2011/2012,DE,Lacrosse,42,29,1661,888
2011/2012,FL,Lacrosse,147,125,5181,3706
2011/2012,GA,Lacrosse,74,71,3259,2427
2011/2012,HI,Lacrosse,0,0,0,0
2011/2012,ID,Lacrosse,0,0,0,0
2011/2012,IL,Lacrosse,63,44,893,580
2011/2012,IN,Lacrosse,0,0,0,0
2011/2012,IA,Lacrosse,0,0,0,0
2011/2012,KS,Lacrosse,0,0,0,0
2011/2012,KY,Lacrosse,10,12,358,355
2011/2012,LA,Lacrosse,0,0,0,0
2011/2012,ME,Lacrosse,44,40,1691,1344
2011/2012,MD,Lacrosse,149,140,6622,5206
2011/2012,MA,Lacrosse,208,176,9374,7120
2011/2012,MI,Lacrosse,123,83,5018,2447
2011/2012,MN,Lacrosse,71,78,3021,3108
2011/2012,MS,Lacrosse,0,0,0,0
2011/2012,MO,Lacrosse,0,28,0,1257
2011/2012,MT,Lacrosse,0,0,0,0
2011/2012,NE,Lacrosse,0,0,0,0
2011/2012,NV,Lacrosse,0,0,0,0
2011/2012,NH,Lacrosse,46,41,2004,1468
2011/2012,NJ,Lacrosse,175,182,8874,7673
2011/2012,NM,Lacrosse,0,0,0,0
2011/2012,NY,Lacrosse,328,298,16169,11922
2011/2012,NC,Lacrosse,98,71,2940,1695
2011/2012,ND,Lacrosse,0,0,0,0
2011/2012,OH,Lacrosse,84,77,3903,2752
2011/2012,OK,Lacrosse,0,0,0,0
2011/2012,OR,Lacrosse,0,0,0,0
2011/2012,PA,Lacrosse,175,179,5600,5728
2011/2012,RI,Lacrosse,27,27,1002,940
2011/2012,SC,Lacrosse,28,26,1150,653
2011/2012,SD,Lacrosse,0,0,0,0
2011/2012,TN,Lacrosse,0,0,0,0
2011/2012,TX,Lacrosse,0,0,0,0
2011/2012,UT,Lacrosse,0,0,0,0
2011/2012,VT,Lacrosse,20,18,891,603
2011/2012,VA,Lacrosse,81,75,4047,2623
2011/2012,WA,Lacrosse,0,0,0,0
2011/2012,WV,Lacrosse,0,0,0,0
2011/2012,WI,Lacrosse,0,0,0,0
2011/2012,WY,Lacrosse,0,0,0,0
2010/2011,AL,Lacrosse,0,0,0,0
2010/2011,AK,Lacrosse,0,0,0,0
2010/2011,AZ,Lacrosse,0,0,0,0
2010/2011,AR,Lacrosse,0,0,0,0
2010/2011,CA,Lacrosse,192,159,8288,5108
2010/2011,CO,Lacrosse,63,49,3701,1720
2010/2011,CT,Lacrosse,82,80,4512,3536
2010/2011,DC,Lacrosse,0,1,0,17
2010/2011,DE,Lacrosse,40,29,1624,973
2010/2011,FL,Lacrosse,99,91,3488,2880
2010/2011,GA,Lacrosse,61,58,2557,1944
2010/2011,HI,Lacrosse,0,0,0,0
2010/2011,ID,Lacrosse,0,0,0,0
2010/2011,IL,Lacrosse,49,34,937,456
2010/2011,IN,Lacrosse,0,0,0,0
2010/2011,IA,Lacrosse,0,0,0,0
2010/2011,KS,Lacrosse,0,0,0,0
2010/2011,KY,Lacrosse,22,12,921,518
2010/2011,LA,Lacrosse,0,0,0,0
2010/2011,ME,Lacrosse,48,46,1992,1530
2010/2011,MD,Lacrosse,148,148,6828,5264
2010/2011,MA,Lacrosse,191,161,8910,6581
2010/2011,MI,Lacrosse,118,79,4803,2444
2010/2011,MN,Lacrosse,68,76,2929,3032
2010/2011,MS,Lacrosse,0,0,0,0
2010/2011,MO,Lacrosse,0,28,0,1160
2010/2011,MT,Lacrosse,0,0,0,0
2010/2011,NE,Lacrosse,0,0,0,0
2010/2011,NV,Lacrosse,0,0,0,0
2010/2011,NH,Lacrosse,46,40,2104,1524
2010/2011,NJ,Lacrosse,163,176,8265,7420
2010/2011,NM,Lacrosse,0,0,0,0
2010/2011,NY,Lacrosse,322,291,16183,12523
2010/2011,NC,Lacrosse,85,58,1520,3630
2010/2011,ND,Lacrosse,0,0,0,0
2010/2011,OH,Lacrosse,80,74,3783,2606
2010/2011,OK,Lacrosse,0,0,0,0
2010/2011,OR,Lacrosse,0,0,0,0
2010/2011,PA,Lacrosse,167,168,5344,5376
2010/2011,RI,Lacrosse,23,25,898,909
2010/2011,SC,Lacrosse,24,23,1032,634
2010/2011,SD,Lacrosse,0,0,0,0
2010/2011,TN,Lacrosse,0,0,0,0
2010/2011,TX,Lacrosse,0,0,0,0
2010/2011,UT,Lacrosse,0,0,0,0
2010/2011,VT,Lacrosse,24,22,1026,646
2010/2011,VA,Lacrosse,77,71,4038,2496
2010/2011,WA,Lacrosse,0,0,0,0
2010/2011,WV,Lacrosse,0,0,0,0
2010/2011,WI,Lacrosse,0,0,0,0
2010/2011,WY,Lacrosse,0,0,0,0
2009/2010,AL,Lacrosse,0,0,0,0
2009/2010,AK,Lacrosse,0,0,0,0
2009/2010,AZ,Lacrosse,0,0,0,0
2009/2010,AR,Lacrosse,0,0,0,0
2009/2010,CA,Lacrosse,179,157,7365,4956
2009/2010,CO,Lacrosse,71,51,3372,1566
2009/2010,CT,Lacrosse,81,79,4366,3479
2009/2010,DC,Lacrosse,0,1,0,17
2009/2010,DE,Lacrosse,42,24,1682,775
2009/2010,FL,Lacrosse,94,83,3178,2503
2009/2010,GA,Lacrosse,61,58,2557,1944
2009/2010,HI,Lacrosse,0,0,0,0
2009/2010,ID,Lacrosse,0,0,0,0
2009/2010,IL,Lacrosse,0,0,0,0
2009/2010,IN,Lacrosse,0,0,0,0
2009/2010,IA,Lacrosse,0,0,0,0
2009/2010,KS,Lacrosse,0,0,0,0
2009/2010,KY,Lacrosse,22,12,921,518
2009/2010,LA,Lacrosse,0,0,0,0
2009/2010,ME,Lacrosse,46,43,1983,1512
2009/2010,MD,Lacrosse,147,137,6404,5151
2009/2010,MA,Lacrosse,186,155,8673,6276
2009/2010,MI,Lacrosse,105,75,4311,2234
2009/2010,MN,Lacrosse,62,73,2338,2369
2009/2010,MS,Lacrosse,0,0,0,0
2009/2010,MO,Lacrosse,0,26,0,1146
2009/2010,MT,Lacrosse,0,0,0,0
2009/2010,NE,Lacrosse,0,0,0,0
2009/2010,NV,Lacrosse,0,0,0,0
2009/2010,NH,Lacrosse,45,40,2185,1567
2009/2010,NJ,Lacrosse,154,169,7941,7707
2009/2010,NM,Lacrosse,0,0,0,0
2009/2010,NY,Lacrosse,321,278,16206,11370
2009/2010,NC,Lacrosse,66,47,1808,1426
2009/2010,ND,Lacrosse,0,0,0,0
2009/2010,OH,Lacrosse,85,79,3946,2728
2009/2010,OK,Lacrosse,0,0,0,0
2009/2010,OR,Lacrosse,0,0,0,0
2009/2010,PA,Lacrosse,166,164,5312,5248
2009/2010,RI,Lacrosse,23,25,840,899
2009/2010,SC,Lacrosse,22,23,906,622
2009/2010,SD,Lacrosse,0,0,0,0
2009/2010,TN,Lacrosse,0,0,0,0
2009/2010,TX,Lacrosse,0,0,0,0
2009/2010,UT,Lacrosse,0,0,0,0
2009/2010,VT,Lacrosse,22,19,908,581
2009/2010,VA,Lacrosse,68,67,3468,2174
2009/2010,WA,Lacrosse,0,0,0,0
2009/2010,WV,Lacrosse,0,0,0,0
2009/2010,WI,Lacrosse,0,0,0,0
2009/2010,WY,Lacrosse,0,0,0,0
2008/2009,AL,Lacrosse,0,0,0,0
2008/2009,AK,Lacrosse,0,0,0,0
2008/2009,AZ,Lacrosse,0,0,0,0
2008/2009,AR,Lacrosse,0,0,0,0
2008/2009,CA,Lacrosse,179,157,7365,4956
2008/2009,CO,Lacrosse,61,46,3525,1532
2008/2009,CT,Lacrosse,80,78,4305,3455
2008/2009,DC,Lacrosse,0,1,0,17
2008/2009,DE,Lacrosse,40,25,1522,789
2008/2009,FL,Lacrosse,87,68,3146,1918
2008/2009,GA,Lacrosse,45,49,2082,1716
2008/2009,HI,Lacrosse,0,0,0,0
2008/2009,ID,Lacrosse,0,0,0,0
2008/2009,IL,Lacrosse,0,0,0,0
2008/2009,IN,Lacrosse,0,0,0,0
2008/2009,IA,Lacrosse,0,0,0,0
2008/2009,KS,Lacrosse,0,0,0,0
2008/2009,KY,Lacrosse,22,12,921,518
2008/2009,LA,Lacrosse,0,0,0,0
2008/2009,ME,Lacrosse,43,43,1931,1464
2008/2009,MD,Lacrosse,145,133,6303,4905
2008/2009,MA,Lacrosse,186,161,8149,6072
2008/2009,MI,Lacrosse,103,72,4250,2136
2008/2009,MN,Lacrosse,57,65,1926,1862
2008/2009,MS,Lacrosse,0,0,0,0
2008/2009,MO,Lacrosse,0,25,0,1004
2008/2009,MT,Lacrosse,0,0,0,0
2008/2009,NE,Lacrosse,0,0,0,0
2008/2009,NV,Lacrosse,0,0,0,0
2008/2009,NH,Lacrosse,45,40,2018,1449
2008/2009,NJ,Lacrosse,146,161,8081,7777
2008/2009,NM,Lacrosse,0,0,0,0
2008/2009,NY,Lacrosse,301,258,15706,10871
2008/2009,NC,Lacrosse,83,36,3213,934
2008/2009,ND,Lacrosse,0,0,0,0
2008/2009,OH,Lacrosse,71,67,3364,2266
2008/2009,OK,Lacrosse,0,0,0,0
2008/2009,OR,Lacrosse,0,0,0,0
2008/2009,PA,Lacrosse,156,158,4992,5056
2008/2009,RI,Lacrosse,22,25,782,967
2008/2009,SC,Lacrosse,18,18,631,478
2008/2009,SD,Lacrosse,0,0,0,0
2008/2009,TN,Lacrosse,0,0,0,0
2008/2009,TX,Lacrosse,0,0,0,0
2008/2009,UT,Lacrosse,0,0,0,0
2008/2009,VT,Lacrosse,25,19,889,634
2008/2009,VA,Lacrosse,69,63,3445,2153
2008/2009,WA,Lacrosse,0,0,0,0
2008/2009,WV,Lacrosse,0,0,0,0
2008/2009,WI,Lacrosse,0,0,0,0
2008/2009,WY,Lacrosse,0,0,0,0
