Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2007/2008,AL,Lacrosse,0,0,0,0
2007/2008,AK,Lacrosse,0,0,0,0
2007/2008,AZ,Lacrosse,0,0,0,0
2007/2008,AR,Lacrosse,0,0,0,0
2007/2008,CA,Lacrosse,138,110,5323,3154
2007/2008,CO,Lacrosse,50,38,3045,1421
2007/2008,CT,Lacrosse,77,71,4123,3024
2007/2008,DC,Lacrosse,0,1,0,17
2007/2008,DE,Lacrosse,34,24,1349,678
2007/2008,FL,Lacrosse,66,66,2349,1872
2007/2008,GA,Lacrosse,45,49,2082,1716
2007/2008,HI,Lacrosse,0,0,0,0
2007/2008,ID,Lacrosse,0,0,0,0
2007/2008,IL,Lacrosse,0,0,0,0
2007/2008,IN,Lacrosse,0,0,0,0
2007/2008,IA,Lacrosse,0,0,0,0
2007/2008,KS,Lacrosse,0,0,0,0
2007/2008,KY,Lacrosse,22,12,921,518
2007/2008,LA,Lacrosse,0,0,0,0
2007/2008,ME,Lacrosse,42,40,1851,1468
2007/2008,MD,Lacrosse,141,129,6091,4535
2007/2008,MA,Lacrosse,179,152,8121,6118
2007/2008,MI,Lacrosse,95,68,4126,2016
2007/2008,MN,Lacrosse,52,58,2433,2335
2007/2008,MS,Lacrosse,0,0,0,0
2007/2008,MO,Lacrosse,0,0,0,0
2007/2008,MT,Lacrosse,0,0,0,0
2007/2008,NE,Lacrosse,0,0,0,0
2007/2008,NV,Lacrosse,0,0,0,0
2007/2008,NH,Lacrosse,45,40,1974,1301
2007/2008,NJ,Lacrosse,138,154,8036,8125
2007/2008,NM,Lacrosse,0,0,0,0
2007/2008,NY,Lacrosse,301,258,15706,10871
2007/2008,NC,Lacrosse,58,32,2151,1176
2007/2008,ND,Lacrosse,0,0,0,0
2007/2008,OH,Lacrosse,70,62,3311,2286
2007/2008,OK,Lacrosse,0,0,0,0
2007/2008,OR,Lacrosse,0,0,0,0
2007/2008,PA,Lacrosse,132,136,4224,4352
2007/2008,RI,Lacrosse,22,23,732,888
2007/2008,SC,Lacrosse,16,15,496,336
2007/2008,SD,Lacrosse,0,0,0,0
2007/2008,TN,Lacrosse,0,0,0,0
2007/2008,TX,Lacrosse,0,0,0,0
2007/2008,UT,Lacrosse,0,0,0,0
2007/2008,VT,Lacrosse,23,23,921,726
2007/2008,VA,Lacrosse,69,63,3495,2153
2007/2008,WA,Lacrosse,0,0,0,0
2007/2008,WV,Lacrosse,0,0,0,0
2007/2008,WI,Lacrosse,0,0,0,0
2007/2008,WY,Lacrosse,0,0,0,0
2006/2007,AL,Lacrosse,0,0,0,0
2006/2007,AK,Lacrosse,0,0,0,0
2006/2007,AZ,Lacrosse,0,0,0,0
2006/2007,AR,Lacrosse,0,0,0,0
2006/2007,CA,Lacrosse,138,110,5323,3154
2006/2007,CO,Lacrosse,60,48,2877,1433
2006/2007,CT,Lacrosse,72,68,3884,2992
2006/2007,DC,Lacrosse,0,1,0,17
2006/2007,DE,Lacrosse,39,24,1435,643
2006/2007,FL,Lacrosse,64,61,2333,1835
2006/2007,GA,Lacrosse,37,35,1549,1263
2006/2007,HI,Lacrosse,0,0,0,0
2006/2007,ID,Lacrosse,0,0,0,0
2006/2007,IL,Lacrosse,0,0,0,0
2006/2007,IN,Lacrosse,0,0,0,0
2006/2007,IA,Lacrosse,0,0,0,0
2006/2007,KS,Lacrosse,0,0,0,0
2006/2007,KY,Lacrosse,18,14,466,294
2006/2007,LA,Lacrosse,0,0,0,0
2006/2007,ME,Lacrosse,42,40,1856,1378
2006/2007,MD,Lacrosse,137,125,5633,4320
2006/2007,MA,Lacrosse,165,137,7786,5706
2006/2007,MI,Lacrosse,86,52,3762,1760
2006/2007,MN,Lacrosse,41,48,1284,1278
2006/2007,MS,Lacrosse,0,0,0,0
2006/2007,MO,Lacrosse,40,0,600,0
2006/2007,MT,Lacrosse,0,0,0,0
2006/2007,NE,Lacrosse,0,0,0,0
2006/2007,NV,Lacrosse,0,0,0,0
2006/2007,NH,Lacrosse,42,37,1915,1414
2006/2007,NJ,Lacrosse,137,151,7034,7309
2006/2007,NM,Lacrosse,0,0,0,0
2006/2007,NY,Lacrosse,244,211,14200,9899
2006/2007,NC,Lacrosse,53,43,2292,1032
2006/2007,ND,Lacrosse,0,0,0,0
2006/2007,OH,Lacrosse,47,40,2320,1749
2006/2007,OK,Lacrosse,0,0,0,0
2006/2007,OR,Lacrosse,0,0,0,0
2006/2007,PA,Lacrosse,0,121,0,3872
2006/2007,RI,Lacrosse,20,20,724,631
2006/2007,SC,Lacrosse,11,9,347,249
2006/2007,SD,Lacrosse,0,0,0,0
2006/2007,TN,Lacrosse,0,0,0,0
2006/2007,TX,Lacrosse,0,0,0,0
2006/2007,UT,Lacrosse,0,0,0,0
2006/2007,VT,Lacrosse,26,23,514,378
2006/2007,VA,Lacrosse,69,62,3390,2165
2006/2007,WA,Lacrosse,0,0,0,0
2006/2007,WV,Lacrosse,0,0,0,0
2006/2007,WI,Lacrosse,0,0,0,0
2006/2007,WY,Lacrosse,0,0,0,0
2005/2006,AL,Lacrosse,0,0,0,0
2005/2006,AK,Lacrosse,0,0,0,0
2005/2006,AZ,Lacrosse,0,0,0,0
2005/2006,AR,Lacrosse,0,0,0,0
2005/2006,CA,Lacrosse,95,74,3608,2286
2005/2006,CO,Lacrosse,43,37,2561,1387
2005/2006,CT,Lacrosse,73,65,3652,2903
2005/2006,DC,Lacrosse,0,2,0,42
2005/2006,DE,Lacrosse,36,21,1327,619
2005/2006,FL,Lacrosse,36,41,1388,1339
2005/2006,GA,Lacrosse,37,35,1549,1263
2005/2006,HI,Lacrosse,0,0,0,0
2005/2006,ID,Lacrosse,0,0,0,0
2005/2006,IL,Lacrosse,0,0,0,0
2005/2006,IN,Lacrosse,0,0,0,0
2005/2006,IA,Lacrosse,0,0,0,0
2005/2006,KS,Lacrosse,0,0,0,0
2005/2006,KY,Lacrosse,18,14,466,294
2005/2006,LA,Lacrosse,0,0,0,0
2005/2006,ME,Lacrosse,43,40,1880,1493
2005/2006,MD,Lacrosse,137,125,5419,4212
2005/2006,MA,Lacrosse,148,120,7505,5367
2005/2006,MI,Lacrosse,81,51,3328,1515
2005/2006,MN,Lacrosse,0,24,0,1026
2005/2006,MS,Lacrosse,0,0,0,0
2005/2006,MO,Lacrosse,40,40,600,600
2005/2006,MT,Lacrosse,0,0,0,0
2005/2006,NE,Lacrosse,0,0,0,0
2005/2006,NV,Lacrosse,0,0,0,0
2005/2006,NH,Lacrosse,38,36,1768,1353
2005/2006,NJ,Lacrosse,121,139,6696,7048
2005/2006,NM,Lacrosse,0,0,0,0
2005/2006,NY,Lacrosse,244,211,14200,9899
2005/2006,NC,Lacrosse,46,21,1842,703
2005/2006,ND,Lacrosse,0,0,0,0
2005/2006,OH,Lacrosse,45,40,2346,1776
2005/2006,OK,Lacrosse,0,0,0,0
2005/2006,OR,Lacrosse,0,0,0,0
2005/2006,PA,Lacrosse,0,106,0,3392
2005/2006,RI,Lacrosse,14,15,496,504
2005/2006,SC,Lacrosse,9,8,309,191
2005/2006,SD,Lacrosse,0,0,0,0
2005/2006,TN,Lacrosse,0,0,0,0
2005/2006,TX,Lacrosse,0,0,0,0
2005/2006,UT,Lacrosse,0,0,0,0
2005/2006,VT,Lacrosse,24,25,1058,798
2005/2006,VA,Lacrosse,67,59,3046,1967
2005/2006,WA,Lacrosse,0,0,0,0
2005/2006,WV,Lacrosse,0,0,0,0
2005/2006,WI,Lacrosse,0,0,0,0
2005/2006,WY,Lacrosse,0,0,0,0
2004/2005,AL,Lacrosse,0,0,0,0
2004/2005,AK,Lacrosse,0,0,0,0
2004/2005,AZ,Lacrosse,0,0,0,0
2004/2005,AR,Lacrosse,0,0,0,0
2004/2005,CA,Lacrosse,95,74,3608,2286
2004/2005,CO,Lacrosse,42,35,2250,1371
2004/2005,CT,Lacrosse,69,61,3396,2812
2004/2005,DC,Lacrosse,0,2,0,45
2004/2005,DE,Lacrosse,27,21,914,493
2004/2005,FL,Lacrosse,48,43,1816,1418
2004/2005,GA,Lacrosse,25,25,1102,1005
2004/2005,HI,Lacrosse,0,0,0,0
2004/2005,ID,Lacrosse,0,0,0,0
2004/2005,IL,Lacrosse,0,0,0,0
2004/2005,IN,Lacrosse,0,0,0,0
2004/2005,IA,Lacrosse,0,0,0,0
2004/2005,KS,Lacrosse,0,0,0,0
2004/2005,KY,Lacrosse,18,14,466,294
2004/2005,LA,Lacrosse,0,0,0,0
2004/2005,ME,Lacrosse,42,40,1809,1340
2004/2005,MD,Lacrosse,130,116,4918,3432
2004/2005,MA,Lacrosse,141,101,7068,5230
2004/2005,MI,Lacrosse,71,43,3032,1435
2004/2005,MN,Lacrosse,0,15,0,636
2004/2005,MS,Lacrosse,0,0,0,0
2004/2005,MO,Lacrosse,40,40,600,600
2004/2005,MT,Lacrosse,0,0,0,0
2004/2005,NE,Lacrosse,0,0,0,0
2004/2005,NV,Lacrosse,0,0,0,0
2004/2005,NH,Lacrosse,37,33,1642,1234
2004/2005,NJ,Lacrosse,121,139,5490,6113
2004/2005,NM,Lacrosse,0,0,0,0
2004/2005,NY,Lacrosse,244,211,14200,9899
2004/2005,NC,Lacrosse,38,26,1234,599
2004/2005,ND,Lacrosse,0,0,0,0
2004/2005,OH,Lacrosse,42,37,2086,1638
2004/2005,OK,Lacrosse,0,0,0,0
2004/2005,OR,Lacrosse,0,0,0,0
2004/2005,PA,Lacrosse,0,94,0,3008
2004/2005,RI,Lacrosse,14,15,499,453
2004/2005,SC,Lacrosse,0,0,0,0
2004/2005,SD,Lacrosse,0,0,0,0
2004/2005,TN,Lacrosse,0,0,0,0
2004/2005,TX,Lacrosse,0,0,0,0
2004/2005,UT,Lacrosse,0,0,0,0
2004/2005,VT,Lacrosse,24,26,939,778
2004/2005,VA,Lacrosse,63,56,2789,1862
2004/2005,WA,Lacrosse,0,0,0,0
2004/2005,WV,Lacrosse,3,3,135,105
2004/2005,WI,Lacrosse,0,0,0,0
2004/2005,WY,Lacrosse,0,0,0,0
2003/2004,AL,Lacrosse,0,0,0,0
2003/2004,AK,Lacrosse,0,0,0,0
2003/2004,AZ,Lacrosse,0,0,0,0
2003/2004,AR,Lacrosse,0,0,0,0
2003/2004,CA,Lacrosse,60,55,2240,1834
2003/2004,CO,Lacrosse,37,28,1925,1327
2003/2004,CT,Lacrosse,61,56,3192,2585
2003/2004,DC,Lacrosse,0,2,0,60
2003/2004,DE,Lacrosse,32,20,1204,593
2003/2004,FL,Lacrosse,25,26,1112,984
2003/2004,GA,Lacrosse,25,25,1102,1005
2003/2004,HI,Lacrosse,0,0,0,0
2003/2004,ID,Lacrosse,0,0,0,0
2003/2004,IL,Lacrosse,0,0,0,0
2003/2004,IN,Lacrosse,0,0,0,0
2003/2004,IA,Lacrosse,0,0,0,0
2003/2004,KS,Lacrosse,0,0,0,0
2003/2004,KY,Lacrosse,1,0,4,0
2003/2004,LA,Lacrosse,0,0,0,0
2003/2004,ME,Lacrosse,38,33,1564,1157
2003/2004,MD,Lacrosse,127,116,4871,3043
2003/2004,MA,Lacrosse,142,114,6609,4449
2003/2004,MI,Lacrosse,45,31,2148,1124
2003/2004,MN,Lacrosse,0,0,0,0
2003/2004,MS,Lacrosse,0,0,0,0
2003/2004,MO,Lacrosse,20,10,300,150
2003/2004,MT,Lacrosse,0,0,0,0
2003/2004,NE,Lacrosse,0,0,0,0
2003/2004,NV,Lacrosse,0,0,0,0
2003/2004,NH,Lacrosse,32,28,1611,1302
2003/2004,NJ,Lacrosse,104,201,5426,6526
2003/2004,NM,Lacrosse,0,0,0,0
2003/2004,NY,Lacrosse,244,200,13005,8958
2003/2004,NC,Lacrosse,33,15,1218,492
2003/2004,ND,Lacrosse,0,0,0,0
2003/2004,OH,Lacrosse,36,36,1959,1665
2003/2004,OK,Lacrosse,0,0,0,0
2003/2004,OR,Lacrosse,0,0,0,0
2003/2004,PA,Lacrosse,0,94,0,3008
2003/2004,RI,Lacrosse,10,9,373,268
2003/2004,SC,Lacrosse,0,0,0,0
2003/2004,SD,Lacrosse,0,0,0,0
2003/2004,TN,Lacrosse,0,0,0,0
2003/2004,TX,Lacrosse,0,0,0,0
2003/2004,UT,Lacrosse,0,0,0,0
2003/2004,VT,Lacrosse,23,23,881,765
2003/2004,VA,Lacrosse,61,54,2692,1804
2003/2004,WA,Lacrosse,0,0,0,0
2003/2004,WV,Lacrosse,0,0,0,0
2003/2004,WI,Lacrosse,0,0,0,0
2003/2004,WY,Lacrosse,0,0,0,0
2002/2003,AL,Lacrosse,0,0,0,0
2002/2003,AK,Lacrosse,0,0,0,0
2002/2003,AZ,Lacrosse,0,0,0,0
2002/2003,AR,Lacrosse,0,0,0,0
2002/2003,CA,Lacrosse,60,55,2240,1834
2002/2003,CO,Lacrosse,51,47,1925,1428
2002/2003,CT,Lacrosse,60,0,3015,36
2002/2003,DC,Lacrosse,0,2,0,63
2002/2003,DE,Lacrosse,29,19,1109,624
2002/2003,FL,Lacrosse,29,27,1243,1052
2002/2003,GA,Lacrosse,21,15,906,581
2002/2003,HI,Lacrosse,6,0,0,0
2002/2003,ID,Lacrosse,8,1,102,8
2002/2003,IL,Lacrosse,0,0,0,0
2002/2003,IN,Lacrosse,0,0,0,0
2002/2003,IA,Lacrosse,0,0,0,0
2002/2003,KS,Lacrosse,0,0,0,0
2002/2003,KY,Lacrosse,0,0,0,0
2002/2003,LA,Lacrosse,0,0,0,0
2002/2003,ME,Lacrosse,39,31,1546,1046
2002/2003,MD,Lacrosse,125,113,4755,4003
2002/2003,MA,Lacrosse,120,87,5917,4147
2002/2003,MI,Lacrosse,40,26,1911,1101
2002/2003,MN,Lacrosse,0,11,0,476
2002/2003,MS,Lacrosse,0,0,0,0
2002/2003,MO,Lacrosse,20,10,300,150
2002/2003,MT,Lacrosse,0,0,0,0
2002/2003,NE,Lacrosse,0,0,0,0
2002/2003,NV,Lacrosse,0,0,0,0
2002/2003,NH,Lacrosse,29,21,1326,870
2002/2003,NJ,Lacrosse,82,102,4138,5176
2002/2003,NM,Lacrosse,0,0,0,0
2002/2003,NY,Lacrosse,244,200,13005,8958
2002/2003,NC,Lacrosse,25,9,964,354
2002/2003,ND,Lacrosse,0,0,0,0
2002/2003,OH,Lacrosse,32,32,1801,1604
2002/2003,OK,Lacrosse,0,0,0,0
2002/2003,OR,Lacrosse,0,0,0,0
2002/2003,PA,Lacrosse,0,76,0,2432
2002/2003,RI,Lacrosse,7,7,289,240
2002/2003,SC,Lacrosse,0,0,0,0
2002/2003,SD,Lacrosse,0,0,0,0
2002/2003,TN,Lacrosse,0,0,0,0
2002/2003,TX,Lacrosse,0,0,0,0
2002/2003,UT,Lacrosse,0,0,0,0
2002/2003,VT,Lacrosse,21,25,847,839
2002/2003,VA,Lacrosse,57,52,2562,1776
2002/2003,WA,Lacrosse,0,0,0,0
2002/2003,WV,Lacrosse,2,2,105,87
2002/2003,WI,Lacrosse,0,0,0,0
2002/2003,WY,Lacrosse,0,0,0,0
