Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2007/2008,GA,Volleyball,0,259,0,5875
2007/2008,HI,Volleyball,57,68,1091,1964
2007/2008,ID,Volleyball,0,142,0,3725
2007/2008,IL,Volleyball,192,699,7048,21618
2007/2008,IN,Volleyball,0,395,0,11323
2007/2008,IA,Volleyball,0,383,0,14637
2007/2008,KS,Volleyball,1,351,1,9156
2007/2008,KY,Volleyball,0,236,0,5452
2007/2008,LA,Volleyball,0,184,0,2024
2007/2008,ME,Volleyball,12,28,156,551
2007/2008,MD,Volleyball,34,166,589,4343
2007/2008,MA,Volleyball,92,262,1982,7037
2007/2008,MI,Volleyball,0,713,0,20881
2007/2008,MN,Volleyball,0,446,0,15552
2007/2008,MS,Volleyball,0,80,0,2050
2007/2008,MO,Volleyball,0,425,0,11019
2007/2008,MT,Volleyball,0,172,0,3720
2007/2008,NE,Volleyball,0,310,42,7879
2007/2008,NV,Volleyball,30,101,864,2735
2007/2008,NH,Volleyball,9,57,179,1371
2007/2008,NJ,Volleyball,90,230,2447,6644
2007/2008,NM,Volleyball,0,152,0,3699
2007/2008,NY,Volleyball,180,629,4349,15875
2007/2008,NC,Volleyball,0,373,0,8260
2007/2008,ND,Volleyball,0,161,0,3368
2007/2008,OH,Volleyball,103,811,2437,19415
2007/2008,OK,Volleyball,0,80,0,1100
2007/2008,OR,Volleyball,0,285,0,7169
2007/2008,PA,Volleyball,202,580,3636,10440
2007/2008,RI,Volleyball,26,40,562,903
2007/2008,SC,Volleyball,0,187,0,4235
2007/2008,SD,Volleyball,0,168,0,4019
2007/2008,TN,Volleyball,0,301,0,5785
2007/2008,TX,Volleyball,0,1006,0,39106
2007/2008,UT,Volleyball,0,119,0,2722
2007/2008,VT,Volleyball,1,2,6,21
2007/2008,VA,Volleyball,72,296,1217,7388
2007/2008,WA,Volleyball,0,330,0,9168
2007/2008,WV,Volleyball,0,116,0,2263
2007/2008,WI,Volleyball,51,474,1361,16015
2007/2008,WY,Volleyball,0,69,0,1726
2006/2007,AL,Volleyball,0,338,0,5238
2006/2007,AK,Volleyball,4,70,11,1578
2006/2007,AZ,Volleyball,52,230,1310,7022
2006/2007,AR,Volleyball,0,107,0,2220
2006/2007,CA,Volleyball,619,1231,14532,36499
2006/2007,CO,Volleyball,15,308,383,8775
2006/2007,CT,Volleyball,38,148,753,4118
2006/2007,DC,Volleyball,0,12,0,148
2006/2007,DE,Volleyball,4,42,83,1204
2006/2007,FL,Volleyball,121,574,1804,12604
2006/2007,GA,Volleyball,0,243,0,5341
2006/2007,HI,Volleyball,59,67,1136,1726
2006/2007,ID,Volleyball,0,151,0,4153
2006/2007,IL,Volleyball,187,696,7151,21290
2006/2007,IN,Volleyball,0,390,0,12782
2006/2007,IA,Volleyball,0,395,0,13680
2006/2007,KS,Volleyball,0,357,0,9425
2006/2007,KY,Volleyball,0,244,0,5414
2006/2007,LA,Volleyball,0,199,0,4378
2006/2007,ME,Volleyball,10,26,142,571
2006/2007,MD,Volleyball,36,180,547,4701
2006/2007,MA,Volleyball,89,255,2097,6578
2006/2007,MI,Volleyball,0,703,0,21545
2006/2007,MN,Volleyball,0,446,0,14069
2006/2007,MS,Volleyball,0,71,0,8078
2006/2007,MO,Volleyball,39,422,1068,10821
2006/2007,MT,Volleyball,0,172,0,3758
2006/2007,NE,Volleyball,0,311,12,7983
2006/2007,NV,Volleyball,29,100,862,2661
2006/2007,NH,Volleyball,8,56,248,1433
2006/2007,NJ,Volleyball,84,228,2315,6075
2006/2007,NM,Volleyball,0,143,0,3633
2006/2007,NY,Volleyball,171,596,3627,15153
2006/2007,NC,Volleyball,0,365,0,8251
2006/2007,ND,Volleyball,0,162,0,3398
2006/2007,OH,Volleyball,85,804,1360,19163
2006/2007,OK,Volleyball,0,81,0,1110
2006/2007,OR,Volleyball,0,277,0,6961
2006/2007,PA,Volleyball,203,572,3654,10296
2006/2007,RI,Volleyball,25,41,553,994
2006/2007,SC,Volleyball,0,188,0,4463
2006/2007,SD,Volleyball,0,174,0,4078
2006/2007,TN,Volleyball,0,292,0,5557
2006/2007,TX,Volleyball,0,997,0,36512
2006/2007,UT,Volleyball,0,116,0,2779
2006/2007,VT,Volleyball,0,0,0,0
2006/2007,VA,Volleyball,78,283,1342,6995
2006/2007,WA,Volleyball,0,362,0,10537
2006/2007,WV,Volleyball,0,113,0,2379
2006/2007,WI,Volleyball,50,474,1234,15997
2006/2007,WY,Volleyball,0,69,0,1708
2005/2006,AL,Volleyball,0,338,0,5238
2005/2006,AK,Volleyball,13,70,181,1639
2005/2006,AZ,Volleyball,52,229,1311,7134
2005/2006,AR,Volleyball,0,92,0,1971
2005/2006,CA,Volleyball,392,1158,13133,34015
2005/2006,CO,Volleyball,0,260,0,8942
2005/2006,CT,Volleyball,41,147,796,3955
2005/2006,DC,Volleyball,0,12,0,125
2005/2006,DE,Volleyball,7,41,138,1163
2005/2006,FL,Volleyball,111,546,1930,12358
2005/2006,GA,Volleyball,0,243,0,5341
2005/2006,HI,Volleyball,59,68,1042,1660
2005/2006,ID,Volleyball,0,140,0,3879
2005/2006,IL,Volleyball,178,692,6374,21659
2005/2006,IN,Volleyball,0,390,0,11032
2005/2006,IA,Volleyball,0,395,0,13448
2005/2006,KS,Volleyball,3,328,62,8654
2005/2006,KY,Volleyball,0,243,0,5392
2005/2006,LA,Volleyball,0,199,0,4378
2005/2006,ME,Volleyball,10,24,127,453
2005/2006,MD,Volleyball,33,177,551,4277
2005/2006,MA,Volleyball,80,230,1893,6464
2005/2006,MI,Volleyball,0,713,0,21919
2005/2006,MN,Volleyball,0,448,0,14213
2005/2006,MS,Volleyball,0,60,0,1760
2005/2006,MO,Volleyball,38,423,1037,10881
2005/2006,MT,Volleyball,0,169,0,3941
2005/2006,NE,Volleyball,0,311,7,7969
2005/2006,NV,Volleyball,29,98,808,2702
2005/2006,NH,Volleyball,8,56,182,1408
2005/2006,NJ,Volleyball,76,225,1798,5840
2005/2006,NM,Volleyball,0,139,0,3480
2005/2006,NY,Volleyball,171,596,3627,15153
2005/2006,NC,Volleyball,0,357,0,8028
2005/2006,ND,Volleyball,0,161,0,3445
2005/2006,OH,Volleyball,81,802,1353,19265
2005/2006,OK,Volleyball,0,80,0,1100
2005/2006,OR,Volleyball,0,277,0,7067
2005/2006,PA,Volleyball,197,551,3546,9918
2005/2006,RI,Volleyball,25,41,537,923
2005/2006,SC,Volleyball,0,187,0,4080
2005/2006,SD,Volleyball,0,168,0,3932
2005/2006,TN,Volleyball,0,291,0,5454
2005/2006,TX,Volleyball,0,976,0,34225
2005/2006,UT,Volleyball,0,116,0,2746
2005/2006,VT,Volleyball,0,0,0,0
2005/2006,VA,Volleyball,76,285,1240,7101
2005/2006,WA,Volleyball,0,373,0,10608
2005/2006,WV,Volleyball,0,112,0,2036
2005/2006,WI,Volleyball,46,473,1205,16035
2005/2006,WY,Volleyball,0,68,0,1628
2004/2005,AL,Volleyball,0,330,0,5114
2004/2005,AK,Volleyball,39,100,202,1719
2004/2005,AZ,Volleyball,51,223,1264,6770
2004/2005,AR,Volleyball,0,83,0,1695
2004/2005,CA,Volleyball,392,1158,13133,34015
2004/2005,CO,Volleyball,0,310,0,9228
2004/2005,CT,Volleyball,37,144,742,3908
2004/2005,DC,Volleyball,0,12,0,128
2004/2005,DE,Volleyball,0,41,0,738
2004/2005,FL,Volleyball,113,560,1901,11790
2004/2005,GA,Volleyball,0,231,0,5127
2004/2005,HI,Volleyball,61,66,1053,1718
2004/2005,ID,Volleyball,0,144,0,3875
2004/2005,IL,Volleyball,169,684,5984,21591
2004/2005,IN,Volleyball,0,386,0,10718
2004/2005,IA,Volleyball,0,395,0,12796
2004/2005,KS,Volleyball,0,357,0,9425
2004/2005,KY,Volleyball,0,240,0,5325
2004/2005,LA,Volleyball,0,199,0,4378
2004/2005,ME,Volleyball,8,23,87,450
2004/2005,MD,Volleyball,37,166,511,3962
2004/2005,MA,Volleyball,80,221,1875,6128
2004/2005,MI,Volleyball,6,698,165,21564
2004/2005,MN,Volleyball,0,447,0,15529
2004/2005,MS,Volleyball,0,60,0,1726
2004/2005,MO,Volleyball,40,419,1077,10653
2004/2005,MT,Volleyball,0,176,0,3907
2004/2005,NE,Volleyball,0,314,0,8091
2004/2005,NV,Volleyball,24,93,772,2551
2004/2005,NH,Volleyball,8,56,183,1346
2004/2005,NJ,Volleyball,76,225,1662,5706
2004/2005,NM,Volleyball,0,139,0,3480
2004/2005,NY,Volleyball,171,596,3627,15153
2004/2005,NC,Volleyball,0,348,0,7839
2004/2005,ND,Volleyball,0,166,0,3487
2004/2005,OH,Volleyball,51,796,1053,19454
2004/2005,OK,Volleyball,0,82,0,1200
2004/2005,OR,Volleyball,0,281,0,7070
2004/2005,PA,Volleyball,186,539,3348,9702
2004/2005,RI,Volleyball,24,41,522,897
2004/2005,SC,Volleyball,0,182,0,4004
2004/2005,SD,Volleyball,0,159,0,3793
2004/2005,TN,Volleyball,0,292,0,5306
2004/2005,TX,Volleyball,0,969,0,33992
2004/2005,UT,Volleyball,0,117,0,2772
2004/2005,VT,Volleyball,0,1,0,5
2004/2005,VA,Volleyball,69,287,1141,7015
2004/2005,WA,Volleyball,0,319,0,9099
2004/2005,WV,Volleyball,0,111,0,2095
2004/2005,WI,Volleyball,46,472,1335,16199
2004/2005,WY,Volleyball,0,68,0,1789
2003/2004,AL,Volleyball,0,325,0,5037
2003/2004,AK,Volleyball,52,72,298,1529
2003/2004,AZ,Volleyball,52,223,1250,6483
2003/2004,AR,Volleyball,0,63,0,1615
2003/2004,CA,Volleyball,398,1114,12156,32756
2003/2004,CO,Volleyball,0,310,0,8953
2003/2004,CT,Volleyball,36,143,728,3751
2003/2004,DC,Volleyball,0,14,0,169
2003/2004,DE,Volleyball,6,35,106,944
2003/2004,FL,Volleyball,104,572,1577,12182
2003/2004,GA,Volleyball,0,231,0,5127
2003/2004,HI,Volleyball,65,71,1187,1846
2003/2004,ID,Volleyball,0,165,0,3851
2003/2004,IL,Volleyball,167,695,5833,21978
2003/2004,IN,Volleyball,0,393,0,10328
2003/2004,IA,Volleyball,0,395,0,12669
2003/2004,KS,Volleyball,1,364,1,9486
2003/2004,KY,Volleyball,0,216,0,4584
2003/2004,LA,Volleyball,0,167,0,4038
2003/2004,ME,Volleyball,8,19,86,342
2003/2004,MD,Volleyball,31,174,556,4250
2003/2004,MA,Volleyball,79,213,1760,5865
2003/2004,MI,Volleyball,6,691,152,21320
2003/2004,MN,Volleyball,0,441,0,15447
2003/2004,MS,Volleyball,0,60,0,1652
2003/2004,MO,Volleyball,39,421,1058,10725
2003/2004,MT,Volleyball,0,0,0,0
2003/2004,NE,Volleyball,0,317,0,8310
2003/2004,NV,Volleyball,24,86,630,2350
2003/2004,NH,Volleyball,0,55,0,1419
2003/2004,NJ,Volleyball,69,202,1606,4783
2003/2004,NM,Volleyball,0,152,0,5056
2003/2004,NY,Volleyball,171,596,3693,14689
2003/2004,NC,Volleyball,0,345,0,7735
2003/2004,ND,Volleyball,0,165,0,3409
2003/2004,OH,Volleyball,52,781,1065,19113
2003/2004,OK,Volleyball,0,82,0,1180
2003/2004,OR,Volleyball,0,276,0,7224
2003/2004,PA,Volleyball,188,535,3384,9630
2003/2004,RI,Volleyball,24,41,470,914
2003/2004,SC,Volleyball,0,186,0,3950
2003/2004,SD,Volleyball,0,158,0,3748
2003/2004,TN,Volleyball,0,284,0,5117
2003/2004,TX,Volleyball,0,950,0,51484
2003/2004,UT,Volleyball,0,118,0,2778
2003/2004,VT,Volleyball,0,2,0,8
2003/2004,VA,Volleyball,65,267,1162,6241
2003/2004,WA,Volleyball,0,365,0,10448
2003/2004,WV,Volleyball,0,95,0,1948
2003/2004,WI,Volleyball,46,472,1335,16189
2003/2004,WY,Volleyball,0,64,0,1672
2002/2003,AL,Volleyball,0,318,0,4928
2002/2003,AK,Volleyball,50,119,289,1887
2002/2003,AZ,Volleyball,51,214,1209,6549
2002/2003,AR,Volleyball,0,63,0,969
2002/2003,CA,Volleyball,398,1114,12156,32756
2002/2003,CO,Volleyball,0,307,0,9120
2002/2003,CT,Volleyball,34,143,650,3744
2002/2003,DC,Volleyball,0,14,0,164
2002/2003,DE,Volleyball,7,37,121,1079
2002/2003,FL,Volleyball,93,540,1521,12196
2002/2003,GA,Volleyball,0,207,0,4300
2002/2003,HI,Volleyball,62,67,1093,1768
2002/2003,ID,Volleyball,0,165,0,3995
2002/2003,IL,Volleyball,166,700,5640,22243
2002/2003,IN,Volleyball,0,387,0,9607
2002/2003,IA,Volleyball,0,395,0,12862
2002/2003,KS,Volleyball,4,358,74,9359
2002/2003,KY,Volleyball,0,216,0,4584
2002/2003,LA,Volleyball,0,167,0,4038
2002/2003,ME,Volleyball,9,23,136,397
2002/2003,MD,Volleyball,31,171,542,4352
2002/2003,MA,Volleyball,79,217,1831,5566
2002/2003,MI,Volleyball,10,698,314,21678
2002/2003,MN,Volleyball,0,437,0,15303
2002/2003,MS,Volleyball,0,63,0,1605
2002/2003,MO,Volleyball,40,419,1027,10764
2002/2003,MT,Volleyball,0,173,0,3979
2002/2003,NE,Volleyball,0,318,0,8248
2002/2003,NV,Volleyball,24,86,629,2342
2002/2003,NH,Volleyball,0,54,0,1312
2002/2003,NJ,Volleyball,59,177,1115,4382
2002/2003,NM,Volleyball,0,152,0,5056
2002/2003,NY,Volleyball,171,596,3693,14689
2002/2003,NC,Volleyball,0,339,0,7667
2002/2003,ND,Volleyball,0,164,0,3448
2002/2003,OH,Volleyball,62,784,1349,18324
2002/2003,OK,Volleyball,0,81,0,1176
2002/2003,OR,Volleyball,0,261,0,6686
2002/2003,PA,Volleyball,168,492,3024,8856
2002/2003,RI,Volleyball,26,41,526,934
2002/2003,SC,Volleyball,0,182,0,3919
2002/2003,SD,Volleyball,0,180,0,3907
2002/2003,TN,Volleyball,0,274,0,4480
2002/2003,TX,Volleyball,0,943,0,51438
2002/2003,UT,Volleyball,0,120,0,2885
2002/2003,VT,Volleyball,0,1,0,12
2002/2003,VA,Volleyball,60,269,1013,6717
2002/2003,WA,Volleyball,0,359,0,10374
2002/2003,WV,Volleyball,0,101,0,2142
2002/2003,WI,Volleyball,46,472,1374,16183
2002/2003,WY,Volleyball,0,66,0,1713
